name,map_label,x_px,y_px,map_x,map_y,grid,region,sector,category,coordinate_source,svg_occurrence,canon,hyperroutes,wookieepedia
"Glottal","Glottal","3918.629","2076.009","926.929","-151.996","U-11","Outer Rim","Baxel","planet","svg","svg-0554","legends","Triellus Trade Route","https://starwars.fandom.com/wiki/Glottal"
"Teth","Teth","3894.969","2182.159","911.875","-210.191","U-12","Outer Rim","Baxel","planet","svg","svg-1416","canon","Shag Pabol | Triellus Trade Route","https://starwars.fandom.com/wiki/Teth"
"Rinn","Rinn","3926.269","2179.889","930.924","-210.909","U-12","Outer Rim","Baxel","planet","svg","svg-1208","canon","","https://starwars.fandom.com/wiki/Rinn"
"Dilbana","Dilbana","3897.429","2282.089","912.021","-265.407","U-12","Outer Rim","Baxel","planet","svg","svg-0393","legends","Triellus Trade Route","https://starwars.fandom.com/wiki/Dilbana"
"Rampa Minor","Rampa Minor","3896.299","2215.139","912.701","-228.942","U-12","Outer Rim","Baxel","planet","svg","svg-1174","legends","Triellus Trade Route","https://starwars.fandom.com/wiki/Rampa_Minor"
"Lirra","Lirra","3910.289","2230.445","905.238","-213.622","U-12","Outer Rim","Baxel","planet","catalog","","legends","Shag Pabol","https://starwars.fandom.com/wiki/Lirra"
"Dubrava","Dubrava","3844.549","2397.959","891.217","-321.67","T-13","Outer Rim","Albanin","planet","svg","svg-0421","legends","Triellus Trade Route","https://starwars.fandom.com/wiki/Dubrava"
"Clantaano","Clantaano","3892.759","2299.709","911.992","-272.051","U-12","Outer Rim","Albanin","planet","svg","svg-0298","legends","Triellus Trade Route","https://starwars.fandom.com/wiki/Clantaano"
"Barab","Barab","3876.339","2341.019","904.776","-295.852","U-12","Outer Rim","Albanin","planet","svg","svg-0140","legends","Triellus Trade Route","https://starwars.fandom.com/wiki/Barab"
"Daluuj","Daluuj","3963.168","2423.623","932.786","-314.26","U-13","Outer Rim","Albanin","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Daluuj"
"Altor","Altor","3906.259","2492.089","924.406","-373.229","U-13","Outer Rim","Zoraster","planet","svg","svg-0049","legends","","https://starwars.fandom.com/wiki/Altor"
"Tammuz-an","Tammuz-an","3823.009","2639.439","875.679","-448.337","T-14","Outer Rim","Tammuz","planet","svg","svg-1387","legends","","https://starwars.fandom.com/wiki/Tammuz-an"
"Shiffrin","Shiffrin","3752.129","2750.839","843.091","-509.582","T-15","Outer Rim","Tammuz","planet","svg","svg-1297","legends","","https://starwars.fandom.com/wiki/Shiffrin"
"Shola","Shola","3895.009","2583.209","919.13","-421.025","U-14","Outer Rim","Tammuz","planet","svg","svg-1302","legends","","https://starwars.fandom.com/wiki/Shola"
"Lyran","Lyran","3653.469","2759.839","790.95","-513.617","S-15","Outer Rim","Quiberon","planet","svg","svg-0852","legends","Triellus Trade Route","https://starwars.fandom.com/wiki/Lyran"
"R-Duba","R-Duba","3765.629","2773.339","849.919","-520.755","T-15","Outer Rim","Quiberon","planet","svg","svg-1166","legends","","https://starwars.fandom.com/wiki/R-Duba"
"Rothana","Rothana","3785.559","2827.809","858.299","-555.826","T-15","Outer Rim","Quiberon","planet","svg","svg-1222","canon","","https://starwars.fandom.com/wiki/Rothana"
"Arami","Arami","3761.129","2507.839","836.67","-383.335","T-13","Outer Rim","Galov","planet","svg","svg-0081","legends","Triellus Trade Route","https://starwars.fandom.com/wiki/Arami"
"Gamorr","Gamorr","3765.139","2597.459","845.478","-431.556","T-14","Outer Rim","Galov","planet","svg","svg-0518","canon","Triellus Trade Route","https://starwars.fandom.com/wiki/Gamorr"
"Hishyim","Hishyim","3501.259","2746.339","707.462","-509.892","S-15","Outer Rim","Abrion","planet","svg","svg-0611","legends","","https://starwars.fandom.com/wiki/Hishyim"
"Rishi","Rishi","3529.119","2771.069","717.704","-520.755","S-15","Outer Rim","Abrion","planet","svg","svg-1212","canon","","https://starwars.fandom.com/wiki/Rishi"
"Ukio","Ukio","3579.504","2844.422","732.912","-533.48","S-15","Outer Rim","Abrion","planet","catalog","","canon","","https://starwars.fandom.com/wiki/Ukio"
"Varristad","Varristad","3553.291","2862.295","719.256","-542.791","S-15","Outer Rim","Abrion","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Varristad"
"Molavar","Molavar","3554.559","2833.479","732.291","-558.309","S-15","Outer Rim","Abrion","planet","svg","svg-0920","canon","Triellus Trade Route","https://starwars.fandom.com/wiki/Molavar"
"Roon","Roon","3491.129","2892.589","704.048","-583.448","S-15","Outer Rim","Abrion","planet","svg","svg-1219","legends","","https://starwars.fandom.com/wiki/Roon"
"Kolanda Station","Kolanda Station","3635.504","2675.626","762.086","-445.544","S-14","Outer Rim","Yminis","station","catalog","","legends","","https://starwars.fandom.com/wiki/Kolanda_Station"
"Polus","Polus","2456.142","1140.111","147.685","354.399","M-6","Outer Rim","Oricho","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Polus"
"Borgo Prime","Borgo Prime","2492.269","1080.619","172.957","373.137","M-6","Outer Rim","Oricho","planet","svg","svg-0208","legends","","https://starwars.fandom.com/wiki/Borgo_Prime"
"Er'Kit","Er’Kit","2491.349","1156.709","174.934","332.476","M-6","Outer Rim","Noonian","planet","svg","svg-0461","canon","","https://starwars.fandom.com/wiki/Er%27Kit"
"Pallaxides","Pallaxides","2562.219","1224.209","213.349","293.227","N-7","Outer Rim","Noonian","planet","svg","svg-1084","legends","","https://starwars.fandom.com/wiki/Pallaxides"
"Vinsoth","Vinsoth","2696.849","1001.264","278.226","410.089","N-5","Outer Rim","D'Astan","planet","svg","svg-1557","canon","Celanon Spur | Veragi Trade Route","https://starwars.fandom.com/wiki/Vinsoth"
"Cathar","Cathar","2718.915","1100.897","284.579","374.828","N-6","Outer Rim","Quelii","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Cathar"
"Halmad","Halmad","2708.469","1150.339","289.352","333.662","N-6","Outer Rim","Quelii","planet","svg","svg-0587","legends","","https://starwars.fandom.com/wiki/Halmad"
"Dathomir","Dathomir","2761.589","1097.379","314.44","362.44","O-6","Outer Rim","Quelii","planet","svg","svg-0363","canon","","https://starwars.fandom.com/wiki/Dathomir"
"Drackmar","Drackmar","2814.344","1104.555","334.294","372.922","O-6","Outer Rim","Quelii","planet","catalog","","legends","Celanon Spur","https://starwars.fandom.com/wiki/Drackmar"
"G'wenee","G’wenee","2638.719","1162.709","249.689","331.144","N-6","Outer Rim","Weneen","planet","svg","svg-0581","legends","","https://starwars.fandom.com/wiki/G'wenee"
"Wayland","Wayland","2693.829","1309.549","274.605","243.244","N-7","Outer Rim","Ojoster","planet","svg","svg-1584","legends","","https://starwars.fandom.com/wiki/Wayland"
"Taris","Taris","2675.509","1236.589","271.806","290.318","N-7","Outer Rim","Ojoster","planet","svg","svg-1394","canon","","https://starwars.fandom.com/wiki/Taris"
"Bandomeer","Bandomeer","2769.819","1170.479","319.046","322.255","O-6","Outer Rim","Meerian","planet","svg","svg-0136","legends","Hydian Way","https://starwars.fandom.com/wiki/Bandomeer"
"Gargon","Gargon","2790.77","1267.485","322.013","288.042","O-7","Outer Rim","Mandalore","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Gargon"
"Phindar","Phindar","2955.629","1203.969","422.287","301.766","P-6","Outer Rim","Demetras","planet","svg","svg-1114","canon","Salin Corridor","https://starwars.fandom.com/wiki/Phindar"
"Mandalore","Mandalore","2852.399","1267.469","363.452","272.211","O-7","Outer Rim","Mandalore","planet","svg","svg-0870","canon","","https://starwars.fandom.com/wiki/Mandalore"
"Harloen","Harloen","2803.063","1185.348","328.417","330.832","O-6","Outer Rim","Belsmuth","planet","catalog","","legends","Hydian Way","https://starwars.fandom.com/wiki/Harloen"
"Botajef","Botajef","2816.059","1115.679","344.777","351.48","O-6","Outer Rim","Belsmuth","planet","svg","svg-0213","canon","Celanon Spur | Hydian Way | Salin Corridor","https://starwars.fandom.com/wiki/Botajef"
"Kessel","Kessel","3779.249","1807.889","836.339","-11.369","T-10","Outer Rim","Kessel","planet","svg","svg-0739","canon","Kessel Run","https://starwars.fandom.com/wiki/Kessel"
"Honoghr","Honoghr","3778.179","1842.959","847.744","-29.564","T-10","Outer Rim","Kessel","planet","svg","svg-0618","legends","Pabol Sleheyron","https://starwars.fandom.com/wiki/Honoghr"
"Formos","Formos","3854.779","1828.339","893.654","-25.297","T-10","Outer Rim","Kessel","planet","svg","svg-0498","canon","Kessel Run | Pabol Sleheyron | Triellus Trade Route","https://starwars.fandom.com/wiki/Formos"
"Zerm","Zerm","3759.579","1859.396","826.724","-20.32","T-10","Outer Rim","Kessel","planet","catalog+svg-inset","svg-1638","legends","Kessel Run | Pabol Sleheyron","https://starwars.fandom.com/wiki/Zerm"
"Rnda","Rnda","3736.516","1849.068","814.709","-14.94","T-10","Outer Rim","Kessel","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Rnda"
"Aeneid","Aeneid","3795.892","1858.211","845.642","-19.703","T-10","Outer Rim","Kessel","planet","catalog+svg-inset","svg-0018","legends","Pabol Sleheyron","https://starwars.fandom.com/wiki/Aeneid"
"Little Kessel","Little Kessel","3830.089","1860.835","863.457","-21.07","T-10","Outer Rim","Kessel","planet","catalog","","legends","Pabol Sleheyron","https://starwars.fandom.com/wiki/Little_Kessel"
"Prishella","Prishella","3864.921","1866.697","881.603","-24.124","T-10","Outer Rim","Kessel","planet","catalog+svg-inset","svg-1149","legends","Pabol Sleheyron","https://starwars.fandom.com/wiki/Prishella"
"Drualkiin","Drualkiin","3886.506","1824.98","892.848","-2.391","T-10","Outer Rim","Kessel","planet","catalog+svg-inset","svg-0417","legends","Triellus Trade Route","https://starwars.fandom.com/wiki/Drualkiin"
"Handooine","Handooine","3586.212","1342.621","736.407","248.899","S-7","Outer Rim","Phelleem","planet","catalog","","legends","Triellus Trade Route","https://starwars.fandom.com/wiki/Handooine"
"Jabiim","Jabiim","3597.199","1357.229","755.185","227.579","S-7","Outer Rim","Phelleem","planet","svg","svg-0677","canon","Triellus Trade Route","https://starwars.fandom.com/wiki/Jabiim"
"Syvris","Syvris","3774.209","2434.059","848.677","-344.773","T-13","Outer Rim","Al-Nasrl","planet","svg","svg-1371","legends","Triellus Trade Route","https://starwars.fandom.com/wiki/Syvris"
"Unagin","Unagin","3786.934","2472.878","840.975","-339.92","T-13","Outer Rim","Al-Nasrl","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Unagin"
"Koiogra","Koiogra","3427.009","2957.839","670.839","-616.968","R-16","Outer Rim","Grohl","planet","svg","svg-0766","legends","Triellus Trade Route","https://starwars.fandom.com/wiki/Koiogra"
"Ord Grovner","Ord Grovner","2822.901","3506.405","338.752","-878.347","O-18","Outer Rim","Khuiumin","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Ord_Grovner"
"Florn","Florn","3697.049","952.135","811.513","440.167","T-5","Outer Rim","Pakuuni","planet","svg","svg-0494","legends","Overic Griplink","https://starwars.fandom.com/wiki/Florn"
"Pakuuni","Pakuuni","3772.379","1045.339","851.873","386.329","T-6","Outer Rim","Pakuuni","planet","svg","svg-1081","legends","Overic Griplink","https://starwars.fandom.com/wiki/Pakuuni"
"Munto Codru","Munto Codru","3854.509","1086.959","895.225","364.89","T-6","Outer Rim","Pakuuni","planet","svg","svg-0945","legends","Overic Griplink","https://starwars.fandom.com/wiki/Munto_Codru"
"Reginard","Reginard","3894.591","1134.154","897.06","357.502","T-6","Outer Rim","Pakuuni","planet","catalog","","legends","Overic Griplink","https://starwars.fandom.com/wiki/Reginard"
"Refnar","Refnar","3819.595","1122.641","857.99","363.5","T-6","Outer Rim","Pakuuni","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Refnar"
"Turkana","Turkana","3853.622","1098.941","875.717","375.847","T-6","Outer Rim","Pakuuni","planet","catalog","","legends","Overic Griplink","https://starwars.fandom.com/wiki/Turkana"
"Shaylin","Shaylin","3839.401","1093.184","868.308","378.846","T-6","Outer Rim","Pakuuni","planet","catalog","","legends","Overic Griplink","https://starwars.fandom.com/wiki/Shaylin"
"Gbu","Gbu","3783.805","1102.033","839.345","374.236","T-6","Outer Rim","Pakuuni","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Gbu"
"Stenos","Stenos","3339.599","1014.959","624.548","407.517","R-5","Outer Rim","Spadja","planet","svg","svg-1352","legends","","https://starwars.fandom.com/wiki/Stenos"
"Tandankin","Tandankin","3462.195","1060.345","671.799","395.954","R-6","Outer Rim","Spadja","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Tandankin"
"Corvis Minor","Corvis Minor","2656.109","873.757","251.86","493.159","N-5","Outer Rim","Ciutric","planet","catalog","","legends","Veragi Trade Route","https://starwars.fandom.com/wiki/Corvis_Minor"
"Ciutric","Ciutric","2638.159","884.573","251.701","475.211","N-5","Outer Rim","Ciutric","planet","svg","svg-0296","legends","Veragi Trade Route","https://starwars.fandom.com/wiki/Ciutric"
"Asation","Asation","2147.879","469.334","-9.554","694.671","K-3","Outer Rim","Gree","planet","svg","svg-0102","legends","","https://starwars.fandom.com/wiki/Asation"
"Gree","Gree","2180.639","421.064","5.622","709.425","L-2","Outer Rim","Veragi","planet","svg","svg-0570","legends","","https://starwars.fandom.com/wiki/Gree"
"Lahag Erli","Lahag Erli","1874.993","2929.429","-155.071","-577.765","J-15","Expansion Region","Cantons of Lahag","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Lahag_Erli"
"Montitia","Montitia","1839.969","2845.339","-166.507","-555.37","J-15","Expansion Region","Montitian Grant","planet","svg","svg-0929","legends","","https://starwars.fandom.com/wiki/Montitia"
"Har Binande","Har Binande","1946.944","3032.479","-117.587","-631.45","J-16","Expansion Region","Har Worlds","planet","catalog","","legends","Great Gran Run","https://starwars.fandom.com/wiki/Har_Binande"
"Solibus","Solibus","2073.775","2915.708","-51.513","-570.617","K-15","Expansion Region","Chitarghar","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Solibus"
"Gholondreine","Gholondreine","2100.91","2943.147","-37.377","-584.912","K-15","Expansion Region","Chitarghar","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Gholondreine"
"Noe'ha'on","Noe’ha’on","2001.629","2973.579","-82.803","-623.032","K-16","Expansion Region","Piryn SHar","planet","svg","svg-1010","legends","Great Gran Run","https://starwars.fandom.com/wiki/Noe%27ha%27on"
"Natalon","Natalon","1986.579","3025.161","-96.939","-627.638","K-16","Expansion Region","Piryn SHar","planet","catalog","","legends","Great Gran Run","https://starwars.fandom.com/wiki/Natalon"
"Copperline","Copperline","2109.753","3010.222","-32.77","-619.855","K-16","Expansion Region","Vatha","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Copperline"
"New Balosar","New Balosar","2110.972","2972.417","-32.135","-600.16","K-16","Expansion Region","Arc d'Stot","planet","catalog","","legends","","https://starwars.fandom.com/wiki/New_Balosar"
"Llon Nebulae","Llon Nebulae","2152.741","2884.001","-10.375","-554.099","K-15","Expansion Region","Itopol","misc","catalog","","legends","","https://starwars.fandom.com/wiki/Llon_Nebulae"
"Quesaya","Quesaya","2228.048","2850.158","28.857","-536.468","L-15","Expansion Region","Andirma","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Quesaya"
"Pendari","Pendari","2152.436","3000.467","-10.534","-614.773","K-16","Expansion Region","Vensensor","planet","catalog","","legends","Corellian Trade Spine","https://starwars.fandom.com/wiki/Pendari"
"Tar Mordren","Tar Mordren","2096.643","3068.454","-39.6","-650.192","K-16","Expansion Region","Vensensor","planet","catalog","","legends","Corellian Trade Spine","https://starwars.fandom.com/wiki/Tar_Mordren"
"Calonica","Calonica","2075.879","3030.959","-43.412","-656.069","K-16","Expansion Region","Vensensor","planet","svg","svg-0237","legends","Corellian Trade Spine","https://starwars.fandom.com/wiki/Calonica"
"Vandelhelm","Vandelhelm","2390.879","2894.829","120.344","-584.912","M-15","Expansion Region","Epsi Collective","planet","svg","svg-1529","legends","Rimma Trade Route","https://starwars.fandom.com/wiki/Vandelhelm"
"Woostri","Woostri","2408.879","2960.079","129.715","-615.408","M-16","Expansion Region","Woostri","planet","svg","svg-1591","legends","Rimma Trade Route","https://starwars.fandom.com/wiki/Woostri"
"Daemen","Daemen","2429.881","3040.101","134.004","-635.421","M-16","Expansion Region","Woostri","planet","catalog","","legends","Rimma Trade Route","https://starwars.fandom.com/wiki/Daemen"
"Qat Chrystac","Qat Chrystac","2335.759","3032.079","92.39","-656.069","L-16","Expansion Region","Parnabe","planet","svg","svg-1153","legends","","https://starwars.fandom.com/wiki/Qat_Chrystac"
